location,total_sqft,bath,balcony,price,bhk,per_squre_price
Hoodi,948.0,2.0,1.0,75.0,2,7911.392405063291
Koramangala,1140.0,2.0,1.0,75.2,2,6596.491228070176
Hebbal,2850.0,5.0,3.0,343.0,3,12035.087719298246
Vignana Nagar,1450.0,3.0,3.0,42.0,3,2896.551724137931
Kamakshipalya,800.0,4.0,1.0,80.0,4,10000.0
HSR Layout,2792.0,4.0,1.0,220.0,4,7879.656160458453
Tumkur Road,708.0,2.0,1.0,32.0,2,4519.774011299435
Hennur Road,1350.0,2.0,3.0,49.0,2,3629.6296296296296
Electronics City Phase 1,1450.0,3.0,1.0,70.0,3,4827.586206896552
Yelahanka,1225.0,2.0,2.0,62.0,2,5061.224489795918
Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Hennur,1255.0,2.0,2.0,55.5,2,4422.310756972111
Old Airport Road,2690.0,4.0,3.0,199.0,4,7397.769516728625
Yelahanka,1102.0,2.0,0.0,52.0,2,4718.693284936479
Hulimavu,1818.0,3.0,1.0,135.0,3,7425.742574257426
Haralur Road,1520.0,2.0,2.0,90.0,3,5921.052631578948
Chandapura,530.0,1.0,0.0,11.66,1,2200.0
Ramagondanahalli,1215.0,2.0,1.0,45.5,2,3744.855967078189
Kaggadasapura,1560.0,2.0,3.0,72.0,3,4615.384615384615
KR Puram,800.0,1.0,1.0,130.0,2,16250.0
Hosahalli Extension,2000.0,5.0,2.0,240.0,5,12000.0
Hoodi,1420.0,2.0,2.0,75.0,2,5281.69014084507
Hennur Road,1804.0,3.0,2.0,102.0,3,5654.10199556541
Horamavu Agara,1145.0,2.0,1.0,41.21,2,3599.126637554585
Naganathapura,600.0,1.0,0.0,33.0,1,5500.0
Hosakerehalli,1200.0,1.0,0.0,150.0,1,12500.0
Kanakpura Road,2265.0,3.0,2.0,136.0,3,6004.415011037528
Uttarahalli,1125.0,2.0,1.0,48.0,2,4266.666666666667
Kathriguppe,1250.0,2.0,2.0,68.75,3,5500.0
Avalahalli,1053.0,2.0,1.0,46.29,2,4396.011396011396
Vijaya Bank Layout,1700.0,2.0,2.0,68.5,3,4029.4117647058815
Ardendale,1224.0,2.0,2.0,67.0,2,5473.856209150327
Huskur,800.0,6.0,2.0,75.0,6,9375.0
Whitefield,877.0,1.0,1.0,59.0,1,6727.480045610034
Sarjapur,900.0,2.0,1.0,42.0,3,4666.666666666667
Marathahalli,1026.0,2.0,1.0,49.95,2,4868.421052631579
Kalena Agrahara,1804.0,3.0,2.0,155.0,3,8592.017738359202
Battarahalli,1636.0,2.0,2.0,82.89,2,5066.625916870416
Binny Pete,1282.0,3.0,2.0,178.0,3,13884.555382215289
Gunjur,1600.0,3.0,3.0,75.0,3,4687.5
Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.0,2,3382.663847780127
Nyanappana Halli,1065.0,2.0,1.0,58.0,2,5446.0093896713615
Thanisandra,760.0,1.0,2.0,50.4,1,6631.578947368421
Kalena Agrahara,1804.0,3.0,2.0,166.0,3,9201.773835920178
Vishwanatha Nagenahalli,2159.0,3.0,2.0,120.0,3,5558.12876331635
Tumkur Road,1354.0,3.0,1.0,90.0,3,6646.971935007386
Anekal,1200.0,2.0,1.0,36.1,2,3008.333333333333
Ardendale,4355.0,3.0,1.0,350.0,5,8036.739380022962
Bellandur,2500.0,4.0,2.0,112.0,3,4480.0
Vasanthapura,1500.0,2.0,2.0,65.0,2,4333.333333333333
Hongasandra,1200.0,8.0,2.0,150.0,8,12500.0
ITI Layout,1602.0,2.0,1.0,75.0,3,4681.647940074907
manyata park,1780.0,3.0,1.0,84.83,3,4765.730337078651
Hebbal,1920.0,3.0,2.0,134.0,3,6979.166666666667
Kumaraswami Layout,800.0,7.0,3.0,105.0,7,13125.0
Kereguddadahalli,600.0,4.0,0.0,60.0,6,10000.0
Electronic City,1060.0,2.0,1.0,58.0,2,5471.698113207547
Yelahanka New Town,680.0,1.0,1.0,80.0,2,11764.70588235294
Tasker Town,930.0,1.0,1.0,55.0,2,5913.978494623656
Uttarahalli,1125.0,2.0,1.0,47.65,2,4235.555555555556
Billapura,1780.0,3.0,0.0,110.0,3,6179.775280898876
Begur,1559.0,3.0,2.0,63.0,3,4041.051956382296
Thanisandra,1573.0,3.0,2.0,95.0,3,6039.4151303242215
OMBR Layout,615.0,4.0,2.0,110.0,4,17886.17886178862
Dairy Circle,3730.0,6.0,2.0,430.0,4,11528.150134048255
GM Palaya,1735.0,3.0,2.0,70.0,3,4034.5821325648417
Hebbal,1150.0,2.0,1.0,57.0,2,4956.521739130435
Suddaguntepalya,830.0,2.0,0.0,34.0,2,4096.385542168675
CV Raman Nagar,1659.0,3.0,1.0,135.0,3,8137.4321880651
Ganga Nagar,705.0,1.0,1.0,65.0,1,9219.85815602837
Uttarahalli,1075.0,2.0,1.0,40.0,2,3720.9302325581393
Sanne Amanikere,1455.0,2.0,1.0,45.0,3,3092.783505154639
Koramangala,1260.0,2.0,3.0,100.0,2,7936.507936507936
Vishwanatha Nagenahalli,2159.0,3.0,2.0,120.0,3,5558.12876331635
Whitefield,1340.0,2.0,2.0,41.0,2,3059.701492537313
Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3,4460.966542750929
Sarjapur  Road,3335.0,4.0,3.0,290.0,4,8695.652173913044
HRBR Layout,1300.0,2.0,3.0,90.0,2,6923.076923076923
Uttarahalli,1150.0,2.0,1.0,45.99,2,3999.130434782609
Tindlu,1165.0,2.0,2.0,59.8,2,5133.0472103004295
Bommasandra,1000.0,2.0,1.0,35.0,2,3500.0
Marathahalli,1305.0,2.0,1.0,69.0,3,5287.35632183908
Volagerekallahalli,1067.0,2.0,3.0,33.99,2,3185.5670103092784
Anathanagar,1050.0,2.0,2.0,45.0,2,4285.714285714285
R.T. Nagar,1560.0,3.0,3.0,125.0,3,8012.820512820513
Whitefield,1125.0,2.0,2.0,45.0,2,4000.0
Poorna Pragna Layout,1400.0,2.0,1.0,240.0,3,17142.85714285714
Sarjapur  Road,1700.0,3.0,3.0,135.0,3,7941.176470588235
Bellandur,1211.0,2.0,1.0,63.0,2,5202.312138728324
Tunganagara,1270.0,2.0,1.0,35.56,3,2800.0
Tindlu,1050.0,2.0,2.0,55.0,2,5238.095238095239
Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3,5058.823529411765
Sarjapur  Road,1117.0,2.0,3.0,29.99,2,2684.870188003581
Pattanagere,1350.0,2.0,0.0,90.0,2,6666.666666666667
Bommasandra,1005.0,2.0,1.0,39.77,2,3957.213930348259
Nandini Layout,1200.0,2.0,2.0,70.0,2,5833.333333333333
ISRO Layout,1200.0,2.0,3.0,43.0,2,3583.333333333333
Hulimavu,1050.0,2.0,2.0,125.0,2,11904.761904761905
Hulimavu,1242.0,2.0,3.0,51.0,2,4106.280193236715
Begur Road,1334.0,2.0,3.0,42.69,2,3200.1499250374814
Magadi Road,1200.0,4.0,0.0,130.0,4,10833.333333333334
Magadi Road,940.0,2.0,2.0,50.0,2,5319.148936170212
Prasanth Extension,1200.0,3.0,1.0,46.14,2,3845.0
Electronic City Phase II,1310.0,2.0,1.0,37.83,3,2887.7862595419847
Marathahalli,3940.0,4.0,3.0,220.0,4,5583.756345177665
Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2,6361.323155216285
Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3,4242.424242424242
Thyagaraja Nagar,570.0,5.0,0.0,80.0,5,14035.087719298246
Benson Town,1750.0,3.0,3.0,150.0,3,8571.42857142857
Whitefield,1200.0,3.0,2.0,56.58,3,4715.0
HSR Layout,1430.0,2.0,1.0,65.0,3,4545.454545454545
Munnekollal,1030.0,2.0,1.0,50.36,2,4889.320388349514
Hebbal,1088.0,2.0,2.0,62.0,2,5698.529411764706
Jayanagar,3095.0,3.0,3.0,375.0,3,12116.31663974152
Vittasandra,1246.0,2.0,1.0,67.5,2,5417.335473515249
5th Phase JP Nagar,1041.0,2.0,2.0,54.0,2,5187.319884726225
Anjanapura,950.0,2.0,1.0,40.0,2,4210.526315789473
Electronic City Phase II,1220.0,2.0,1.0,35.23,3,2887.7049180327863
Lakshminarayana Pura,1750.0,3.0,2.0,150.0,3,8571.42857142857
Talaghattapura,1062.0,2.0,1.0,42.48,2,4000.0
Rajaji Nagar,3900.0,6.0,3.0,260.0,6,6666.666666666667
Bagalur Main Road,4400.0,4.0,1.0,350.0,5,7954.545454545455
8th Phase JP Nagar,1275.0,2.0,2.0,41.5,3,3254.901960784314
Madiwala,400.0,1.0,1.0,75.0,1,18750.0
Budigere,1820.0,3.0,2.0,85.2,3,4681.318681318681
Whitefield,1639.5,3.0,0.0,92.63,3,5649.893260140287
Gunjur,1063.0,2.0,2.0,40.0,2,3762.935089369708
Hosa Road,1726.0,3.0,2.0,81.99,3,4750.289687137891
Electronic City,1070.0,2.0,1.0,47.0,2,4392.523364485981
Kadugodi,950.0,3.0,1.0,80.0,3,8421.052631578947
Tindlu,1357.0,2.0,2.0,65.0,3,4789.977892409727
Stage-4 Bommanahalli,1250.0,2.0,1.0,58.0,2,4640.0
Kogilu,1559.0,3.0,2.0,120.0,3,7697.241821680564
Electronic City,1575.0,3.0,2.0,90.0,3,5714.285714285715
Old Madras Road,1100.0,2.0,1.0,70.0,2,6363.636363636364
Sarjapur  Road,1254.0,3.0,2.0,38.0,3,3030.3030303030305
Hebbal,4640.0,4.0,2.0,600.0,4,12931.03448275862
Sarjapur,2885.0,3.0,1.0,185.0,4,6412.478336221837
Whitefield,1295.0,2.0,3.0,78.5,2,6061.776061776061
Kanakpura Road,1480.0,2.0,2.0,64.23,3,4339.864864864865
Kaggadasapura,1106.0,2.0,3.0,40.0,2,3616.636528028933
Electronic City,1159.0,2.0,3.0,38.0,3,3278.688524590164
Raja Rajeshwari Nagar,1185.0,2.0,2.0,40.17,2,3389.8734177215188
Mysore Road,1082.0,3.0,1.0,50.5,3,4667.28280961183
RMV,2075.0,3.0,1.0,175.0,3,8433.734939759037
Kanakpura Road,1299.0,2.0,2.0,85.0,2,6543.4949961508855
6th Block Jayanagar,2100.0,4.0,2.0,255.0,3,12142.857142857143
Begur Road,1215.0,2.0,2.0,43.13,2,3549.794238683128
Kumaraswami Layout,800.0,1.0,1.0,90.0,2,11250.0
Chandapura,1107.0,2.0,1.0,43.0,3,3884.372177055104
Shingapura,1350.0,2.0,0.0,45.0,1,3333.333333333333
Whitefield,1180.0,2.0,2.0,70.0,2,5932.203389830508
HBR Layout,900.0,2.0,1.0,145.0,2,16111.111111111111
AMS Layout,1650.0,2.0,2.0,80.0,3,4848.484848484848
Whitefield,1216.0,2.0,1.0,84.03,2,6910.361842105263
Belatur,1250.0,2.0,1.0,43.0,2,3440.0
Kambipura,883.0,2.0,1.0,45.0,2,5096.262740656852
Thirupalya,1025.0,2.0,1.0,65.0,2,6341.463414634146
Jakkur,1622.0,2.0,0.0,80.0,3,4932.182490752158
Attibele,420.0,1.0,1.0,17.0,1,4047.619047619048
Thanisandra,1093.0,2.0,2.0,72.0,2,6587.374199451052
Shakthi Nagar,1125.0,2.0,2.0,36.0,2,3200.0
Electronic City Phase II,1200.0,2.0,1.0,34.65,2,2887.5
Herohalli,1200.0,2.0,0.0,70.0,3,5833.333333333333
Raja Rajeshwari Nagar,1420.0,2.0,2.0,60.0,3,4225.352112676056
Malleshwaram,2215.0,3.0,2.0,275.0,3,12415.349887133185
Thanisandra,1430.0,2.0,2.0,51.48,3,3600.0
Horamavu Agara,1150.0,2.0,1.0,42.0,2,3652.1739130434794
Kanakpura Road,525.0,1.0,1.0,26.25,1,5000.0
Hosur Road,1250.0,2.0,1.0,55.0,2,4400.0
Thanisandra,1265.0,2.0,1.0,78.0,2,6166.00790513834
Hosa Road,1040.0,2.0,1.0,68.59,2,6595.192307692308
Reliaable Tranquil Layout,1256.0,2.0,1.0,65.0,2,5175.15923566879
BHEL Layout,1200.0,4.0,1.0,160.0,5,13333.333333333334
Budigere,1636.0,3.0,2.0,85.0,3,5195.59902200489
Ramanjaneyanagar,2200.0,3.0,1.0,225.0,4,10227.272727272728
Electronic City,770.0,1.0,1.0,36.0,2,4675.324675324675
Kammasandra,1156.0,2.0,2.0,32.0,2,2768.166089965398
Yeshwanthpur,1200.0,4.0,1.0,110.0,4,9166.666666666666
Varthur Road,1033.0,2.0,2.0,32.0,2,3097.773475314618
Kanakapura,1017.0,2.0,1.0,66.0,2,6489.675516224189
Kenchenahalli,1015.0,2.0,2.0,60.0,2,5911.330049261083
Bagalur Main Road,1220.0,2.0,2.0,72.0,2,5901.639344262295
Thanisandra,1917.0,4.0,2.0,130.0,4,6781.429316640584
Rajaji Nagar,1440.0,2.0,2.0,185.0,2,12847.222222222224
Sadashiva Nagar,3761.0,3.0,2.0,660.0,3,17548.524328636002
Someshwara Layout,1200.0,4.0,3.0,169.0,4,14083.333333333334
BTM 2nd Stage,2780.0,4.0,1.0,325.0,3,11690.647482014389
Marathahalli,1196.0,2.0,2.0,57.95,2,4845.3177257525085
Cox Town,1975.0,3.0,3.0,150.0,3,7594.93670886076
Electronic City,1025.0,2.0,1.0,53.9,2,5258.536585365854
Anandapura,1200.0,2.0,0.0,66.0,3,5500.0
Varthur,1097.0,2.0,1.0,33.82,2,3082.9535095715587
Bhoganhalli,1554.3,4.0,1.0,131.0,4,8428.231358167664
Jalahalli East,1475.0,3.0,2.0,96.0,3,6508.474576271186
Sadashiva Nagar,3850.0,3.0,3.0,650.0,3,16883.116883116883
Sompura,1350.0,2.0,2.0,47.0,3,3481.4814814814813
Friends Colony,1035.0,2.0,2.0,44.0,2,4251.207729468599
Hegde Nagar,2006.0,4.0,2.0,196.0,3,9770.687936191423
Chandapura,800.0,1.0,2.0,30.0,2,3750.0
Whitefield,1410.0,3.0,2.0,43.71,3,3100.0
Mangammanapalya,1250.0,3.0,2.0,39.5,3,3160.0
Sarjapur,3190.0,3.0,1.0,160.0,4,5015.673981191223
Jakkur,1279.0,2.0,1.0,77.0,2,6020.3283815480845
Arekere,1445.0,2.0,2.0,125.0,3,8650.519031141868
BEML Layout,1196.0,3.0,1.0,150.0,4,12541.80602006689
Kodichikkanahalli,1495.0,2.0,2.0,75.0,3,5016.722408026756
5th Phase JP Nagar,1010.0,2.0,2.0,57.0,2,5643.564356435643
Shampura,1475.0,3.0,3.0,78.0,3,5288.135593220339
Bannerghatta Road,1100.0,2.0,0.0,39.0,2,3545.454545454545
Harohalli,1305.0,2.0,2.0,52.0,2,3984.674329501916
Hosur Road,1733.0,2.0,3.0,85.0,3,4904.789382573572
Kasturi Nagar,1101.0,2.0,2.0,65.0,2,5903.723887375114
Cambridge Layout,1669.0,3.0,2.0,298.0,3,17855.002995805873
Kundalahalli,1315.0,2.0,3.0,74.0,2,5627.376425855513
Old Madras Road,1165.0,2.0,1.0,40.77,2,3499.570815450644
Marathahalli,1360.0,2.0,1.0,103.0,2,7573.529411764706
BEL Road,1050.0,2.0,0.0,110.0,2,10476.190476190475
Lavelle Road,985.0,2.0,1.0,156.0,2,15837.56345177665
Yelahanka,2600.0,4.0,3.0,175.0,4,6730.769230769231
Sarjapur  Road,970.0,2.0,1.0,36.0,2,3711.340206185567
Malleshpalya,1245.0,2.0,1.0,55.0,2,4417.670682730924
Billamaranahalli,1100.0,2.0,3.0,55.0,2,5000.0
Raja Rajeshwari Nagar 5th Stage,1320.0,2.0,2.0,73.0,3,5530.30303030303
Whitefield,1155.0,2.0,1.0,39.0,2,3376.6233766233768
Sarjapur  Road,1350.0,3.0,3.0,39.97,3,2960.740740740741
Bannerghatta Road,1550.0,2.0,2.0,75.0,3,4838.709677419355
7th Phase JP Nagar,,2.0,1.0,51.0,2,
Outer Ring Road East,1500.0,2.0,0.0,97.0,3,6466.666666666667
Basavanapura,1800.0,5.0,3.0,65.0,7,3611.1111111111113
Kengeri,416.0,1.0,1.0,18.0,1,4326.923076923077
Anekal,530.0,1.0,1.0,18.0,1,3396.22641509434
Cleveland Town,1991.0,3.0,2.0,160.0,3,8036.162732295329
Electronic City,660.0,1.0,1.0,23.1,2,3500.0
Byrasandra Extension,1285.0,2.0,2.0,45.0,2,3501.9455252918287
Munnekollal,1200.0,9.0,3.0,215.0,9,17916.666666666668
"Sarjapur Road, ",3329.0,3.0,2.0,330.0,3,9912.886752778611
Ejipura,1190.0,2.0,1.0,70.0,2,5882.35294117647
Kalyan nagar,1375.0,3.0,2.0,75.0,3,5454.545454545455
Ambedkar Nagar,3500.0,4.0,2.0,550.0,4,15714.285714285714
Shankarapuram,900.0,1.0,0.0,130.0,2,14444.444444444443
Nallurhalli,1265.0,2.0,2.0,68.0,2,5375.494071146245
9th Phase JP Nagar,835.0,2.0,0.0,37.0,2,4431.137724550898
Whitefield,1165.0,2.0,1.0,40.5,2,3476.394849785408
 Devarachikkanahalli,1130.0,2.0,2.0,36.0,2,3185.8407079646017
Lottegolla Halli,1250.0,2.0,2.0,55.0,2,4400.0
Brookefield,1500.0,5.0,3.0,160.0,4,10666.666666666666
Kasavanhalli,1245.0,2.0,2.0,80.0,2,6425.70281124498
Hormavu,1365.0,2.0,2.0,65.0,3,4761.9047619047615
Uttarahalli,1099.0,2.0,2.0,65.0,2,5914.467697907188
Bommenahalli,1355.0,3.0,0.0,135.0,4,9963.09963099631
Yemlur,1100.0,2.0,2.0,55.0,2,5000.0
Electronics City Phase 1,650.0,1.0,1.0,23.0,1,3538.4615384615386
Sarjapur  Road,6200.0,4.0,2.0,744.0,4,12000.0
Sarjapur  Road,1879.0,3.0,2.0,155.0,3,8249.068653539116
Yelahanka,1517.0,3.0,2.0,71.28,3,4698.7475280158205
Kumaraswami Layout,2600.0,4.0,0.0,325.0,4,12500.0
Bhoganhalli,1205.0,2.0,2.0,64.47,2,5350.207468879668
Hennur,1231.0,2.0,2.0,50.0,2,4061.738424045492
HSR Layout,1372.0,2.0,1.0,61.0,2,4446.064139941691
Varsova Layout,7000.0,6.0,2.0,560.0,6,8000.0
Kalena Agrahara,1200.0,2.0,2.0,45.0,2,3750.0
Hosur Road,1685.0,3.0,1.0,90.0,3,5341.246290801187
Ananth Nagar,1200.0,2.0,1.0,65.0,3,5416.666666666667
Whitefield,1730.0,3.0,2.0,125.0,3,7225.43352601156
Domlur,2100.0,3.0,2.0,145.0,3,6904.761904761905
Jakkur Plantation,2750.0,5.0,2.0,275.0,3,10000.0
Channasandra,1310.0,2.0,2.0,45.0,3,3435.114503816794
Harlur,1532.0,2.0,1.0,65.0,2,4242.819843342037
Akash Nagar,967.0,2.0,1.0,47.8,2,4943.123061013444
Hulimavu,1127.0,2.0,1.0,65.0,2,5767.524401064774
Banashankari Stage V,1300.0,2.0,1.0,58.5,3,4500.0
Electronics City Phase 1,1450.0,3.0,2.0,79.0,3,5448.275862068966
Hormavu,1350.0,2.0,2.0,45.0,2,3333.333333333333
Hennur Road,1936.0,3.0,1.0,131.0,3,6766.528925619835
KR Layout,4800.0,4.0,0.0,700.0,4,14583.333333333334
Bellandur,924.0,2.0,2.0,35.11,2,3799.78354978355
Kundalahalli,7000.0,4.0,3.0,550.0,4,7857.142857142857
Adugodi,1201.0,2.0,1.0,65.0,2,5412.156536219817
Begur Road,1583.0,3.0,1.0,95.23,3,6015.792798483892
Ramamurthy Nagar,800.0,4.0,0.0,88.0,3,11000.0
Electronics City Phase 1,785.0,1.0,1.0,55.0,1,7006.369426751592
Kadugodi,1030.0,2.0,1.0,35.02,2,3400.0000000000005
Kanakpura Road,1452.0,3.0,3.0,60.98,3,4199.724517906336
Electronics City Phase 1,1080.0,2.0,2.0,46.0,2,4259.259259259259
Raja Rajeshwari Nagar,1693.0,3.0,1.0,71.38,3,4216.184288245718
Kalena Agrahara,1354.0,2.0,2.0,70.0,2,5169.8670605613
Raja Rajeshwari Nagar,1640.0,3.0,1.0,86.8,3,5292.682926829269
Nagappa Reddy Layout,1495.0,2.0,2.0,75.0,3,5016.722408026756
NR Colony,1068.0,2.0,1.0,40.05,2,3750.0
Doddathoguru,925.0,2.0,2.0,30.0,2,3243.243243243244
Sarjapur  Road,1700.0,3.0,3.0,110.0,3,6470.588235294118
Yelahanka New Town,1200.0,2.0,1.0,130.0,2,10833.333333333334
Kothannur,1085.0,2.0,2.0,34.2,2,3152.0737327188945
J.P.nagar 6th Phase.Sarakki Nagar,2690.0,4.0,2.0,185.0,4,6877.323420074349
Begur Road,1260.0,2.0,2.0,46.62,2,3700.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873
Haralur Road,1890.0,3.0,2.0,84.0,3,4444.444444444444
Marathahalli,1595.0,3.0,2.0,88.0,3,5517.241379310345
Jalahalli,1478.0,2.0,2.0,125.0,2,8457.374830852503
7th Phase JP Nagar,2095.0,3.0,2.0,150.0,3,7159.904534606205
Babusapalaya,1611.0,2.0,2.0,66.0,3,4096.83426443203
Yelahanka,1180.0,2.0,1.0,56.0,2,4745.762711864407
Basavanagara,,2.0,1.0,93.0,1,
Chandapura,1400.0,2.0,0.0,60.0,2,4285.714285714285
Hennur Road,1866.0,2.0,2.0,61.58,3,3300.10718113612
Yeshwanthpur,1160.0,2.0,2.0,64.08,2,5524.137931034483
Yelahanka,1322.0,2.0,2.0,75.0,2,5673.2223903177
JakkurYelahanka,1370.0,2.0,2.0,75.0,2,5474.4525547445255
Anandapura,1151.0,2.0,1.0,42.9,2,3727.193744569939
Marathahalli,1170.0,2.0,3.0,53.0,2,4529.91452991453
Whitefield,1160.0,2.0,1.0,67.0,2,5775.862068965517
Sanjay nagar,2400.0,3.0,3.0,310.0,3,12916.666666666666
6th Phase JP Nagar,1250.0,3.0,3.0,48.9,3,3912.0
Battarahalli,2500.0,3.0,1.0,65.0,4,2600.0
Brooke Bond First Cross,1720.0,3.0,1.0,95.0,3,5523.2558139534885
Yeshwanthpur Industrial Suburb,2100.0,3.0,2.0,240.0,3,11428.57142857143
Vijaya Bank Layout,1605.0,2.0,3.0,85.0,3,5295.95015576324
Thubarahalli,1540.0,3.0,3.0,90.0,3,5844.1558441558445
Yeshwanthpur,1362.0,2.0,0.0,100.0,2,7342.143906020558
Choodasandra,1530.0,3.0,2.0,77.0,3,5032.679738562091
Hebbal,1100.0,2.0,1.0,60.0,2,5454.545454545455
Uttarahalli,1560.0,3.0,3.0,74.0,3,4743.589743589743
Uttarahalli,850.0,2.0,2.0,35.0,2,4117.64705882353
Banashankari Stage III,2100.0,3.0,1.0,147.0,4,7000.0
Jakkur,850.0,1.0,1.0,19.9,2,2341.176470588235
Uttarahalli,1037.0,2.0,1.0,36.0,2,3471.552555448409
Dollars Colony,1350.0,3.0,0.0,75.0,3,5555.555555555556
Chandra Layout,1200.0,2.0,0.0,190.0,3,15833.333333333334
Kogilu,3280.0,9.0,3.0,450.0,10,13719.512195121952
Hebbal,1920.0,3.0,2.0,150.0,3,7812.5
Glass Factory Layout,1152.0,2.0,1.0,42.0,2,3645.8333333333335
Hormavu,1260.0,2.0,2.0,35.0,2,2777.777777777778
Begur,1445.0,2.0,2.0,47.1,3,3259.515570934256
Whitefield,1270.0,2.0,2.0,52.0,2,4094.488188976378
Akshaya Nagar,1070.0,2.0,1.0,54.0,2,5046.728971962617
OMBR Layout,2400.0,5.0,3.0,275.0,5,11458.333333333334
Varthur,1160.0,2.0,2.0,44.0,2,3793.103448275862
Whitefield,1280.0,2.0,2.0,69.0,2,5390.625
Jakkur,1798.0,3.0,1.0,120.0,3,6674.082313681869
Kanakpura Road,1207.0,2.0,2.0,79.9,2,6619.718309859156
Kanakapura,1290.0,3.0,3.0,45.15,3,3500.0
Bisuvanahalli,1075.0,2.0,1.0,36.0,3,3348.8372093023254
Benson Town,1300.0,2.0,1.0,120.0,2,9230.76923076923
Hoysalanagar,840.0,2.0,2.0,35.0,3,4166.666666666667
Anandapura,1576.0,3.0,2.0,58.7,3,3724.6192893401017
Kanakpura Road,1300.0,2.0,1.0,89.76,2,6904.615384615385
Sarjapur  Road,1026.0,2.0,1.0,60.55,2,5901.559454191033
Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2,3930.817610062893
Thanisandra,2087.0,4.0,2.0,139.0,3,6660.277910876856
Electronic City Phase II,1065.0,2.0,1.0,56.13,2,5270.422535211268
Vidyaranyapura,1200.0,4.0,0.0,90.0,4,7500.0
Rajaji Nagar,900.0,4.0,0.0,140.0,5,15555.555555555557
Hosa Road,1369.1,2.0,1.0,98.0,2,7157.986998758309
Electronics City Phase 1,1113.27,2.0,2.0,53.0,2,4760.74986301616
7th Phase JP Nagar,1250.0,3.0,2.0,65.0,3,5200.0
Chandapura,1025.0,2.0,2.0,27.68,2,2700.487804878049
Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2,3388.357949609036
Whitefield,3425.0,5.0,2.0,250.0,4,7299.270072992701
Electronic City,1110.0,2.0,1.0,39.95,2,3599.0990990990995
Bhoganhalli,2439.0,4.0,3.0,190.0,4,7790.077900779008
Jigani,1221.0,3.0,3.0,52.0,3,4258.804258804259
Raja Rajashweri Nagar,1410.0,2.0,2.0,45.12,3,3200.0
Electronic City,1060.0,2.0,1.0,52.0,2,4905.66037735849
Kalkere,925.0,2.0,3.0,42.0,2,4540.540540540541
Chikkalasandra,1230.0,2.0,2.0,48.0,2,3902.439024390244
Varthur Road,1277.0,2.0,2.0,59.0,2,4620.203602192639
HMT Layout,1385.0,3.0,3.0,90.0,3,6498.194945848375
Hennur Gardens,1945.0,3.0,3.0,120.0,3,6169.665809768638
Vittasandra,1404.0,2.0,1.0,67.5,2,4807.692307692308
Jakkur Plantation,1717.0,3.0,3.0,120.0,3,6988.934187536401
Roopena Agrahara,1300.0,3.0,2.0,47.0,3,3615.3846153846152
4th T block Jayanagar,2400.0,4.0,2.0,480.0,4,20000.0
BTM 1st Stage,1717.0,3.0,2.0,200.0,3,11648.223645894
Nagasandra,4000.0,8.0,3.0,160.0,8,4000.0
TC Palaya,1100.0,2.0,0.0,65.0,2,5909.090909090909
Sarjapur  Road,994.0,2.0,2.0,45.0,2,4527.162977867203
Gubbalala,5000.0,4.0,3.0,425.0,4,8500.0
BSM Extension,865.0,2.0,2.0,33.0,2,3815.028901734104
Kanakpura Road,1450.0,3.0,3.0,60.9,3,4200.0
BTM 2nd Stage,1265.0,2.0,3.0,55.0,3,4347.826086956522
Mukkutam Nagar,2600.0,8.0,2.0,180.0,8,6923.076923076923
Bommanahalli,1290.0,2.0,1.0,73.0,2,5658.914728682171
Hennur Road,2160.0,3.0,2.0,160.0,3,7407.407407407408
"Judicial Layout, Kanakapura Road, ",1100.0,3.0,2.0,53.0,3,4818.181818181818
Dodda Nekkundi,1145.0,2.0,1.0,46.5,2,4061.1353711790393
Whitefield,1808.0,4.0,0.0,80.0,3,4424.778761061947
Marathahalli,1900.0,3.0,3.0,123.0,3,6473.684210526316
Sarjapur,1200.0,5.0,2.0,110.0,4,9166.666666666666
Kalena Agrahara,1120.0,2.0,2.0,40.0,2,3571.428571428572
Green Glen Layout,1717.0,3.0,3.0,125.0,3,7280.139778683751
Kodigehaali,1200.0,2.0,1.0,55.0,2,4583.333333333333
Electronic City,1599.0,3.0,2.0,125.0,3,7817.385866166354
Hennur Road,1186.0,2.0,2.0,55.33,3,4665.2613827993255
Kanakpura Road,1699.0,3.0,3.0,81.94,3,4822.836962919364
Uttarahalli,850.0,2.0,2.0,37.93,2,4462.35294117647
Ramamurthy Nagar,600.0,3.0,2.0,45.0,2,7500.0
Magadi Road,1282.0,2.0,2.0,49.0,3,3822.1528861154447
Electronic City,1090.0,2.0,1.0,31.48,1,2888.0733944954127
Nagarbhavi,1250.0,3.0,0.0,170.0,2,13600.0
Nagasandra,1310.0,3.0,3.0,95.0,4,7251.908396946565
Banashankari Stage V,1035.0,2.0,2.0,35.77,2,3456.038647342996
